Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos;Quantidade de Estabelecimentos não ligados à Agricultura Familiar;Quantidade de Estabelecimentos ligados à Agricultura Familiar;Quantidade Produzida (t);Quantidade Produzida (t) não ligada à Agricultura Familiar;Quantidade Produzida (t) ligada à Agricultura Familiar;Quantidade Vendida (t);Quantidade Vendida não ligada à Agricultura Familiar (t);Quantidade Vendida ligada à Agricultura Familiar (t);Valor da Produção Total (em mil R$);Valor da Produção Total não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total ligada à Agricultura Familiar (em mil R$);Valor da Venda Total (em mil R$);Valor da Venda Total não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado (R$) em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado (R$) em 2022 (R$)
Rio Grande do Sul;RS;10693929;9100291;1593638;Tomate (estaqueado);3801;477;3324;48965;17654;31311;48002;17320;30682;69124;24410;44714;67742;24055;43687;47820,99;110643,55;2,31;74148,22;237919,08;3,21;77021,4;247495,02;3,21;71980,35;269924,11;3,75;66673,2;345883,77;5,19
Rio Grande do Sul;RS;10693929;9100291;1593638;Vagem (feijão vagem);1535;151;1384;1911;272;1639;1887;271;1617;4754;555;4199;4681;551;4130;1586,16;6629,77;4,18;2247,83;12553,91;5,58;2407,14;12752,24;5,3;2138,88;11410,14;5,33;1636,52;13628,61;8,33
Santa Catarina;SC;6248436;5247913;1000523;Abobrinha;3785;523;3262;6186;942;5245;5683;859;4824;6518;716;5802;5999;628;5371;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Acelga;518;71;447;1897;212;1685;1826;201;1625;1574;215;1359;1493;201;1292;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Agrião;401;67;334;803;69;734;794;66;728;2372;413;1959;2320;386;1934;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Alcachofra;36;4;32;6;0;6;1;-;1;62;1;61;11;-;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Alecrim;316;66;250;8;2;7;8;1;6;49;9;39;44;7;36;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Alface;11612;1643;9969;18347;3062;15285;16720;2713;14006;45500;10609;34891;40709;9085;31625;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Alho-porró;391;56;335;86;10;76;81;9;72;325;50;275;285;44;241;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Almeirão;398;66;332;685;88;597;605;72;533;1446;348;1098;1314;278;1036;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Aspargo;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Batata-baroa (mandioquinha);711;54;657;6606;423;6183;4537;206;4331;6288;348;5939;4657;184;4473;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Batata-doce;8373;1188;7185;9207;1236;7971;6701;954;5748;11258;1113;10146;6926;611;6315;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Berinjela;469;93;376;1257;113;1144;1218;86;1132;1383;157;1227;1337;127;1211;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Bertalha;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Beterraba;5383;794;4589;13357;3644;9714;12043;3186;8857;8503;2196;6307;7303;2019;5285;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Boldo;150;39;111;1;0;1;1;-;1;4;0;4;3;-;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Bucha (esponja vegetal);18;5;13;0;0;0;0;-;0;1;0;1;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Camomila;221;22;199;2;0;2;1;0;1;11;1;10;7;0;6;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Caruru;4;-;4;0;-;0;0;-;0;0;-;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Cará;507;77;430;116;7;109;70;2;67;309;25;284;157;9;148;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Cebolinha;5526;819;4707;2268;353;1915;2117;324;1793;9021;1902;7119;8293;1777;6516;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Cenoura;4059;598;3461;18321;6696;11625;17528;6343;11185;9964;3008;6955;9374;2800;6573;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Chicória;358;57;301;651;63;587;582;61;521;937;124;813;857;115;742;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Chuchu;2505;345;2160;5186;316;4870;4950;286;4664;3418;202;3217;3078;155;2923;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Coentro;155;26;129;156;27;129;155;26;128;454;155;299;446;150;296;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Cogumelos;7;3;4;23;8;15;23;8;15;692;272;420;692;272;420;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Couve;2112;363;1749;1840;119;1721;1753;99;1654;3953;348;3604;3683;295;3389;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Couve-flor;5598;823;4775;12569;641;11928;11258;589;10669;16765;1102;15663;15081;993;14088;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Ervilha (vagem);151;21;130;152;26;126;138;13;125;396;35;362;375;21;354;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Espinafre;475;87;388;270;32;238;264;30;235;621;94;528;597;87;510;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Gengibre;328;68;260;153;3;150;151;2;149;424;18;405;408;14;394;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Hortelã;407;73;334;74;2;72;73;2;71;185;9;177;178;6;172;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Inhame;208;51;157;153;9;144;124;3;121;322;26;296;224;7;217;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Jiló;19;8;11;15;1;14;15;1;14;23;4;19;22;3;19;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Lentilha;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Manjericão;238;43;195;49;6;43;48;6;42;138;26;111;132;24;109;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Maxixe;10;1;9;1;X;X;1;X;X;3;X;X;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Milho verde (espiga);1464;220;1244;7977;777;7201;6864;534;6330;18656;975;17681;15562;650;14911;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Morango;1536;207;1329;5481;1564;3917;5420;1560;3860;38381;11045;27335;37760;11000;26760;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Mostarda (semente);27;3;24;3;1;2;3;1;2;10;2;7;9;2;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Nabo;165;44;121;64;3;61;62;2;59;122;4;118;116;2;114;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Orégano;366;74;292;5;1;4;4;1;4;31;10;21;27;9;18;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Pepino;6211;868;5343;8942;952;7990;8019;902;7117;15351;1557;13795;12883;1450;11434;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Pimenta;230;53;177;42;2;40;38;2;36;395;13;382;366;10;356;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Pimentão;2437;348;2089;6829;946;5884;6161;851;5310;13128;942;12186;12775;894;11881;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Quiabo;79;14;65;78;3;76;78;2;75;189;6;183;187;5;182;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Rabanete;794;104;690;230;21;208;216;20;196;505;61;445;470;57;413;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Repolho;11074;1501;9573;44749;5176;39573;34243;4468;29775;20629;2539;18090;16275;2089;14186;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Rúcula;1008;151;857;2430;846;1584;2353;831;1522;6420;1625;4795;6037;1524;4513;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Salsa;3269;464;2805;4049;2147;1902;3967;2130;1837;8726;3309;5417;8383;3208;5175;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Taioba;3;1;2;0;X;X;0;X;X;0;X;X;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Tomate (estaqueado);6987;933;6054;69120;25730;43390;64642;24642;40000;58702;15609;43093;55425;15047;40378;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Vagem (feijão vagem);2128;329;1799;1941;189;1752;1863;181;1683;5119;455;4665;4945;431;4514;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Abobrinha;37;5;32;39;9;30;38;9;29;35;4;30;34;4;29;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Acelga;3;-;3;0;-;0;0;-;0;0;-;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Agrião;10;2;8;12;X;X;12;X;X;54;X;X;54;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Alcachofra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Alecrim;5;1;4;6;X;X;6;X;X;21;X;X;21;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Alface;810;128;682;5572;1031;4542;5516;1016;4500;6172;1445;4727;6104;1429;4675;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Alho-porró;6;2;4;1;X;X;1;X;X;11;X;X;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Almeirão;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Aspargo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Batata-baroa (mandioquinha);5;3;2;1;X;X;1;X;X;2;X;X;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Batata-doce;5661;962;4699;32378;4224;28154;31669;4090;27579;25743;3424;22319;24999;3273;21726;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Berinjela;30;4;26;14;0;14;14;0;13;21;1;20;20;1;19;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Bertalha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Beterraba;13;6;7;2;0;2;2;0;2;10;2;8;10;2;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Boldo;7;1;6;0;X;X;0;X;X;2;X;X;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Bucha (esponja vegetal);1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Camomila;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Caruru;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Cará;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Cebolinha;622;79;543;922;111;811;880;108;772;1672;210;1462;1592;203;1390;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Cenoura;35;9;26;21;2;19;20;2;18;56;5;50;53;5;48;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Chicória;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Chuchu;18;4;14;6;0;6;5;-;5;12;0;12;11;-;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Coentro;1413;214;1199;5131;1244;3887;5074;1220;3854;8386;1832;6554;8227;1786;6441;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Cogumelos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Couve;903;135;768;1227;210;1017;1200;204;996;2482;387;2096;2378;373;2005;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Couve-flor;41;7;34;28;14;14;28;14;14;137;88;50;135;87;48;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Ervilha (vagem);1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Espinafre;16;2;14;50;X;X;49;X;X;67;X;X;64;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Gengibre;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Hortelã;33;4;29;60;44;16;60;44;16;66;38;28;66;38;27;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Inhame;751;99;652;1057;116;941;1013;111;902;3013;335;2678;2881;318;2562;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Jiló;41;2;39;135;X;X;135;X;X;101;X;X;100;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Lentilha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Manjericão;18;1;17;16;X;X;16;X;X;39;X;X;39;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Maxixe;291;40;251;372;28;345;365;27;337;378;37;341;364;36;328;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Milho verde (espiga);2944;649;2295;8587;1145;7442;7501;1036;6464;6699;1233;5466;5740;1111;4629;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Morango;4;2;2;0;X;X;0;X;X;2;X;X;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Mostarda (semente);1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Nabo;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Orégano;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Pepino;115;10;105;1282;164;1118;1281;164;1118;605;76;528;604;76;528;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Pimenta;778;140;638;2209;597;1612;2188;596;1592;6970;2346;4624;6904;2340;4564;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Pimentão;403;73;330;2171;1074;1097;2156;1067;1089;1924;844;1080;1892;836;1056;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Quiabo;1504;193;1311;11230;1257;9973;11113;1238;9874;7892;911;6980;7768;886;6881;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Rabanete;4;1;3;9;X;X;9;X;X;11;X;X;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Repolho;22;7;15;109;40;69;103;39;64;82;22;60;76;20;56;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Rúcula;40;9;31;62;45;17;62;45;17;140;89;51;138;88;50;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Salsa;69;9;60;131;92;38;131;92;38;256;173;83;256;173;82;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Taioba;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Tomate (estaqueado);277;67;210;1252;223;1030;1239;218;1022;1017;218;798;990;210;781;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Sergipe;SE;2068017;1520366;547651;Vagem (feijão vagem);34;1;33;39;X;X;39;X;X;52;X;X;52;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
São Paulo;SP;41262199;39585251;1676948;Abobrinha;4820;900;3920;49755;14376;35379;47442;14178;33264;36949;10459;26489;35524;10226;25298;53094,98;92646,62;1,74;55025,35;104600,82;1,9;41543,72;70894,11;1,71;43524,02;94054,07;2,16;44793,44;110163,19;2,46
São Paulo;SP;41262199;39585251;1676948;Acelga;1062;278;784;29450;12805;16645;26950;11696;15254;14448;7423;7025;13330;6955;6375;10844,53;20311,23;1,87;11912,56;29689,47;2,49;8442,46;33577,4;3,98;9225,99;36781,0;3,99;8936,51;25181,61;2,82
São Paulo;SP;41262199;39585251;1676948;Agrião;1026;293;733;7352;4365;2987;7001;4087;2913;16153;9222;6930;15153;8426;6727;3082,67;11447,18;3,71;3466,48;16830,5;4,86;2622,12;9830,19;3,75;2799,84;12361,24;4,41;2081,07;11803,53;5,67
São Paulo;SP;41262199;39585251;1676948;Alcachofra;34;15;19;671;356;316;645;332;314;3380;1856;1523;3253;1736;1517;718,15;20019,44;27,88;621,62;19005,54;30,57;931,66;21198,69;22,75;1072,19;22928,86;21,39;909,61;18551,63;20,4
São Paulo;SP;41262199;39585251;1676948;Alecrim;243;88;155;258;91;167;250;84;166;1258;468;789;1231;447;784;125,51;808,32;6,44;117,89;616,91;5,23;104,35;472,53;4,53;164,02;1982,19;12,08;221,17;3716,52;16,8
São Paulo;SP;41262199;39585251;1676948;Alface;11346;2442;8904;268139;132331;135809;240326;118685;121641;413676;205476;208200;373675;184835;188840;52144,83;104160,71;2;56072,04;147076,85;2,62;42948,79;85386,8;1,99;43759,21;105358,91;2,41;35261,11;122063,52;3,46
São Paulo;SP;41262199;39585251;1676948;Alho-porró;706;178;528;8538;2006;6532;8262;1895;6366;13260;3880;9380;12430;3312;9118;971,33;4823,34;4,97;1112,15;7472,04;6,72;1515,78;5761,52;3,8;6813,22;21585,89;3,17;6809,76;30513,12;4,48
São Paulo;SP;41262199;39585251;1676948;Almeirão;4823;969;3854;10253;2923;7330;9668;2691;6976;25832;6870;18962;24064;6229;17835;1198,5;3438,27;2,87;1505,15;4388,12;2,92;897,29;2074,75;2,31;1070,65;3063,55;2,86;896,47;3122,41;3,48
São Paulo;SP;41262199;39585251;1676948;Aspargo;7;4;3;7;7;1;7;7;1;59;56;3;58;55;3;558,2;12037,41;21,56;576,15;14935,92;25,92;262,82;12190,51;46,38;319,27;14580,13;45,67;265,07;12136,59;45,79
São Paulo;SP;41262199;39585251;1676948;Batata-baroa (mandioquinha);102;25;77;2180;836;1344;1937;604;1333;3486;1114;2372;3244;896;2348;35267,32;116330,27;3,3;29845,87;160985,65;5,39;29066,5;101586,56;3,49;31732,15;135678,25;4,28;25604,56;166762,95;6,51
São Paulo;SP;41262199;39585251;1676948;Batata-doce;1313;324;989;114818;72679;42139;112748;71687;41061;51411;32446;18964;50338;31969;18368;61279,86;120460,86;1,97;72822,64;116964,15;1,61;60154,57;89270,18;1,48;58192,59;122351,6;2,1;65292,57;126473,26;1,94
São Paulo;SP;41262199;39585251;1676948;Berinjela;2684;493;2191;27961;9454;18507;27242;9171;18071;25057;8877;16180;24465;8606;15859;33672,69;87830,49;2,61;34594,11;97725,88;2,82;26300,83;68380,73;2,6;26044,12;89964,04;3,45;23924,15;71071,66;2,97
São Paulo;SP;41262199;39585251;1676948;Bertalha;22;5;17;86;2;84;80;1;79;45;2;43;40;1;38;X;X;X;0,0;0,0;1;0,05;0,21;4,13;1,58;8,06;5,09;0,48;8,42;17,46
São Paulo;SP;41262199;39585251;1676948;Beterraba;1817;469;1348;32110;20022;12088;30579;18817;11762;17464;10032;7432;15340;8356;6984;29658,82;46887,98;1,58;30279,22;52133,41;1,72;26141,2;33657,53;1,29;27201,52;49311,25;1,81;27918,18;57237,61;2,05
São Paulo;SP;41262199;39585251;1676948;Boldo;65;27;38;1;1;0;1;1;0;6;4;2;3;2;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
São Paulo;SP;41262199;39585251;1676948;Bucha (esponja vegetal);67;22;45;156;33;123;130;33;97;664;310;354;506;310;196;0,03;0,22;7;X;X;X;X;X;X;0,02;0,54;30;0,14;10,64;75,48
São Paulo;SP;41262199;39585251;1676948;Camomila;24;14;10;68;67;0;67;67;0;79;78;1;78;77;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
São Paulo;SP;41262199;39585251;1676948;Caruru;13;4;9;1;0;0;0;-;0;2;1;1;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
São Paulo;SP;41262199;39585251;1676948;Cará;108;24;84;1030;800;230;1026;800;227;1490;1188;302;1478;1186;292;4496,55;9828,39;2,19;5783,09;14093,49;2,44;3740,62;10277,82;2,75;5170,01;12222,89;2,36;4108,94;12545,2;3,05
São Paulo;SP;41262199;39585251;1676948;Cebolinha;6336;1366;4970;17737;5233;12504;17221;4997;12223;54584;20229;34355;52353;19098;33256;2771,74;15829,72;5,71;3138,71;18922,22;6,03;2558,39;12874,41;5,03;3345,7;25597,54;7,65;4066,49;31705,65;7,8
São Paulo;SP;41262199;39585251;1676948;Cenoura;1298;319;979;19188;10759;8429;18836;10631;8205;11635;6803;4831;11309;6635;4674;93278,54;180017,78;1,93;90649,99;207736,49;2,29;78125,22;157258,18;2,01;91693,15;218435,88;2,38;87224,37;365259,5;4,19
São Paulo;SP;41262199;39585251;1676948;Chicória;1738;432;1306;8849;4761;4088;7767;4081;3687;13459;6626;6834;12026;5620;6405;482,19;1180,58;2,45;402,47;1220,22;3,03;156,4;413,46;2,64;283,59;719,57;2,54;449,3;1249,81;2,78
São Paulo;SP;41262199;39585251;1676948;Chuchu;1407;311;1096;44134;23252;20882;43057;22557;20501;25009;12216;12793;24418;11853;12565;58727,64;77970,56;1,33;54384,57;90561,81;1,67;47591,43;69387,93;1,46;53381,3;83276,57;1,56;53511,84;95838,34;1,79
São Paulo;SP;41262199;39585251;1676948;Coentro;3365;751;2614;13888;5049;8839;11941;4017;7924;39654;20120;19534;29709;11680;18029;2774,33;20722,79;7,47;3079,05;34262,75;11,13;2736,94;20927,06;7,65;2959,45;27883,89;9,42;2968,13;33793,21;11,39
São Paulo;SP;41262199;39585251;1676948;Cogumelos;253;105;148;11119;9823;1296;10906;9635;1271;112655;99160;13495;110479;97189;13290;1397,69;44582,72;31,9;1793,93;46929,75;26,16;1503,82;34103,6;22,68;1415,81;31374,07;22,16;1604,72;43510,78;27,11
São Paulo;SP;41262199;39585251;1676948;Couve;8133;1698;6435;65057;28153;36904;60761;26578;34184;110426;52223;58203;103579;49078;54501;10402,79;23464,71;2,26;10373,58;26060,86;2,51;8052,73;13956,49;1,73;9165,71;22010,33;2,4;9293,35;31330,82;3,37
