Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos com 50 pés e mais existentes;Quantidade de Estabelecimentos com 50 pés e mais existentes não ligados à Agricultura Familiar;Quantidade de Estabelecimentos com 50 pés e mais existentes ligados à Agricultura Familiar;Quantidade Produzida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Valor da Produção Total das lavouras permanentes com 50 pés e mais (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Área colhida com 50 pés e mais (ha);Área colhida com 50 pés e mais não ligada à Agricultura Familiar (ha);Área colhida com 50 pés e mais ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (ha);Quantidade de pés nos estabelecimentos com 50 pés e mais;Quantidades de pés nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés;Quantidade de Estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés;Quantidade de pés nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Valor da Venda Total nos estabelecimentos com menos de 50 pés (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado em 2022 (R$)
Distrito Federal;DF;2570160;2482210;87950;Pitanga;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;87;43;44;0;0;0;5;1;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Distrito Federal;DF;2570160;2482210;87950;Pupunha (cacho frutos);3;2;1;13;X;X;13;X;X;30;X;X;30;X;X;10;X;X;3;X;X;5;X;X;16;X;X;5;3;2;0;X;X;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Distrito Federal;DF;2570160;2482210;87950;Pêssego;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;12;4;8;0;0;0;-;-;-;240,29;2107,62;8,77;272,23;2232,69;8,2;228,8;2605,75;11,39;302,74;4014,65;13,26;361984;5231,15;0,01
Distrito Federal;DF;2570160;2482210;87950;Romã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;45;18;27;0;0;0;0;0;0;5,92;143,85;24,28;3,8;81,65;21,47;6,66;181,29;27,24;6,6;166,22;25,2;9841;340,18;0,03
Distrito Federal;DF;2570160;2482210;87950;Tangerina, bergamota, mexerica;113;65;48;1209;1005;204;1153;957;196;1175;910;265;1093;847;246;32;25;8;109;79;30;144;103;41;41;31;10;326;143;183;2;1;1;87;52;35;2331,23;4887,46;2,1;2972,96;6654,68;2,24;2897,23;7172,71;2,48;3551,09;9989,54;2,81;4654502;18581,02;0,0
Distrito Federal;DF;2570160;2482210;87950;Urucum (semente);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;3;5;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Distrito Federal;DF;2570160;2482210;87950;Uva (mesa);13;9;4;220;185;35;207;185;22;502;398;104;458;398;60;64;55;9;38;33;4;44;39;5;68;58;10;22;10;12;0;0;0;25;-;25;956,01;9619,34;10,06;1038,63;9432,19;9,08;1144,66;12278,93;10,73;1437,26;15186,04;10,57;1514064;16765,98;0,01
Distrito Federal;DF;2570160;2482210;87950;kiwi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;225,34;2581,55;11,46;299,33;3385,33;11,31;293,33;4515,04;15,39;286,09;5180,72;18,11;333011;5679,75;0,02
Espírito Santo;ES;3514952;2931472;583480;Abacate;572;177;395;6258;2047;4211;5969;2029;3939;8566;2839;5726;8247;2820;5427;86;26;61;861;314;548;1389;604;786;157;59;98;6001;1588;4413;20;5;15;539;140;399;2157,01;4562,15;2,12;2235,75;4704,57;2,1;2420,44;6510,98;2,69;2106,04;6463,44;3,07;1932208;5729,28;0,0
Espírito Santo;ES;3514952;2931472;583480;Acerola;157;34;123;915;273;642;881;265;615;1491;360;1132;1427;344;1083;42;12;30;151;31;120;174;37;137;47;14;33;5148;1388;3760;13;4;10;59;8;50;8,36;16,93;2,03;3,07;6,4;2,08;2,9;5,8;2;3,04;7,36;2,42;9633;16,69;0,0
Espírito Santo;ES;3514952;2931472;583480;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;113;23;90;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Ameixa;10;2;8;58;X;X;58;X;X;120;X;X;120;X;X;4;X;X;5;X;X;9;X;X;6;X;X;836;202;634;2;0;1;0;-;0;338,46;1502,41;4,44;263,0;1270,19;4,83;391,52;2815,6;7,19;563,85;4531,29;8,04;760759;5540,84;0,01
Espírito Santo;ES;3514952;2931472;583480;Amora (folha);2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;84;21;63;0;0;0;-;-;-;0,69;6,52;9,52;0,4;11,62;29,2;0,29;10,17;35,45;0,01;0,7;70;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Atemoia;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;7;1;0;X;X;-;X;X;16,66;230,63;13,84;13,58;233,59;17,2;16,12;205,74;12,76;6,83;64,28;9,42;796;7,53;0,01
Espírito Santo;ES;3514952;2931472;583480;Azeitona (oliveira);27;12;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;19;19;15;9;6;16;5;11;0;0;0;-;-;-;93,74;1254,68;13,38;15,22;198,42;13,04;75,55;1167,93;15,46;30,63;603,04;19,69;45000;862,5;0,02
Espírito Santo;ES;3514952;2931472;583480;Açaí (fruto);102;31;71;273;86;187;166;62;103;571;134;437;229;76;153;125;54;71;152;48;104;243;88;155;202;92;111;278;71;207;2;1;2;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Banana;14256;2960;11296;247112;103661;143451;224420;96381;128039;201728;92723;109005;179762;85244;94518;21277;7307;13970;27612;7297;20314;34509;10127;24382;29504;10532;18972;7083;1981;5102;107;28;78;581;36;545;61196,88;76050,2;1,24;48784,98;82067,18;1,68;43778,87;83609,73;1,91;53886,33;105446,54;1,96;41667472;110092,29;0,0
Espírito Santo;ES;3514952;2931472;583480;Cacau (amêndoa);2806;882;1924;5296;4322;974;4771;3849;922;37182;30611;6571;33557;27359;6199;7287;5915;1373;10297;8194;2102;18360;15401;2959;12324;10390;1935;877;205;672;9;2;7;181;17;164;0,03;0,12;4;0,37;0,44;1,2;0,27;0,34;1,28;X;X;X;30;0,03;0,0
Espírito Santo;ES;3514952;2931472;583480;Café arábica em grão (verde);26320;5688;20632;113511;48134;65376;92472;39167;53305;747755;324051;423704;609788;264333;345454;261389;117340;144049;119956;49659;70298;138804;58047;80757;308406;139315;169091;278;74;204;1;0;1;1215;236;979;6,67;79,69;11,96;1,54;15,43;10;6,0;60,0;10;0,2;3,2;16;306;1,99;0,01
Espírito Santo;ES;3514952;2931472;583480;Café canephora (robusta, conilon) em grão (verde);49005;11122;37883;353753;173309;180444;260558;126902;133656;2139387;1059571;1079816;1567464;774148;793317;539305;246561;292743;240690;104855;135835;283126;126066;157060;645102;303735;341367;516;147;369;1;0;1;4917;1161;3756;6,67;79,69;11,96;1,54;15,43;10;6,0;60,0;10;0,2;3,2;16;306;1,99;0,01
Espírito Santo;ES;3514952;2931472;583480;Caju (castanha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;32;10;22;0;0;0;-;-;-;6,25;180,47;28,85;2,0;62,15;31,09;2,46;82,73;33,56;3,63;140,3;38,67;7259;248,53;0,03
Espírito Santo;ES;3514952;2931472;583480;Caju (fruto);15;5;10;34;20;14;32;20;11;126;61;65;123;61;62;5;1;4;13;5;8;19;7;12;6;1;5;1659;443;1216;3;1;2;5;0;5;6,25;180,47;28,85;2,0;62,15;31,09;2,46;82,73;33,56;3,63;140,3;38,67;7259;248,53;0,03
Espírito Santo;ES;3514952;2931472;583480;Caqui;22;11;11;161;144;17;149;135;15;340;302;38;307;272;34;7;6;1;36;31;5;46;36;10;10;6;3;376;112;264;1;0;1;30;8;22;437,72;2245,95;5,13;244,48;1342,01;5,49;524,98;2509,14;4,78;418,25;2631,76;6,29;710762;4567,54;0,01
Espírito Santo;ES;3514952;2931472;583480;Carambola;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;1397;400;997;2;0;1;2;0;1;25,38;69,49;2,74;25,41;58,15;2,29;30,72;64,12;2,09;34,94;86,47;2,47;33310;97,98;0,0
Espírito Santo;ES;3514952;2931472;583480;Figo;16;7;9;9;6;3;8;5;3;43;29;15;29;20;9;4;3;1;7;3;3;16;10;5;6;4;2;916;259;657;2;0;1;1;0;0;1,18;15,73;13,32;6,03;138,2;22,91;5,33;84,38;15,83;0,75;17,83;23,87;278;7,9;0,03
Espírito Santo;ES;3514952;2931472;583480;Goiaba;451;116;335;3313;1339;1974;2373;887;1486;3837;1289;2547;2968;952;2016;132;51;81;446;169;276;657;245;412;188;72;116;5600;1577;4023;23;7;16;39;9;31;4549,65;10498,5;2,31;4991,3;11424,28;2,29;4049,75;9328,1;2,3;3600,93;8538,62;2,37;2673067;9210,22;0,0
Espírito Santo;ES;3514952;2931472;583480;Graviola;89;26;63;137;79;58;118;75;43;495;280;215;432;266;166;11;5;5;44;16;28;88;26;61;21;8;13;2277;636;1641;5;1;4;16;4;12;67,83;417,86;6,16;132,61;705,96;5,32;180,36;835,83;4,63;174,05;764,9;4,39;119620;586,61;0,0
Espírito Santo;ES;3514952;2931472;583480;Jabuticaba;23;5;18;27;1;27;23;0;23;55;1;54;31;1;30;1;0;1;8;1;7;16;3;13;3;1;2;5078;1362;3716;14;4;11;40;5;35;63,95;126,45;1,98;90,4;152,97;1,69;38,39;107,99;2,81;70,21;167,32;2,38;50400;118,31;0,0
Espírito Santo;ES;3514952;2931472;583480;Jaca;27;10;17;41;16;25;21;12;9;241;140;101;180;129;51;8;2;6;23;8;15;30;11;19;5;3;3;3114;798;2316;8;2;6;72;9;63;57,34;73,49;1,28;48,38;61,03;1,26;57,16;61,72;1,08;35,95;49,99;1,39;45353;56,85;0,0
Espírito Santo;ES;3514952;2931472;583480;Jambo;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2198;597;1601;4;1;2;4;1;4;10,14;28,05;2,77;13,04;37,6;2,88;6,31;14,27;2,26;13,86;38,43;2,77;5115;16,56;0,0
Espírito Santo;ES;3514952;2931472;583480;Laranja;1669;380;1289;9613;2809;6803;8507;2448;6060;6835;1894;4941;5900;1589;4311;543;146;398;1783;565;1218;2482;866;1615;787;256;531;9125;2412;6713;74;19;55;173;34;140;28520,32;43920,05;1,54;32654,63;51844,83;1,59;40617,53;68464,59;1,69;48035,84;93964,96;1,96;47161455;98627,57;0,0
Espírito Santo;ES;3514952;2931472;583480;Lichia;59;20;39;160;80;80;148;80;68;788;397;391;711;397;314;6;2;4;38;13;25;89;47;42;14;5;9;846;304;542;2;1;2;35;12;23;7,34;63,46;8,64;2,26;16,62;7,37;10,79;79,28;7,35;3,79;45,49;12;1458;14,98;0,01
Espírito Santo;ES;3514952;2931472;583480;Lima;24;4;20;86;46;40;77;46;31;54;34;21;49;34;16;4;1;3;15;3;12;17;3;15;6;1;4;269;43;226;1;0;1;1;-;1;69,94;252,72;3,61;87,77;333,29;3,8;170,29;709,11;4,16;91,86;391,71;4,26;120442;580,31;0,0
Espírito Santo;ES;3514952;2931472;583480;Limão;356;101;255;4791;3925;866;4738;3917;822;5009;3857;1152;4899;3845;1054;160;100;60;431;243;188;826;535;291;325;231;93;5965;1641;4324;18;5;13;98;12;86;6287,87;16010,31;2,55;7027,19;19801,04;2,82;9718,65;23826,87;2,45;11571,66;28346,54;2,45;10251087;33856,89;0,0
Espírito Santo;ES;3514952;2931472;583480;Louro (folha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;30;6;24;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Mamão;392;234;158;221997;208665;13332;213065;200834;12231;233302;226657;6645;229370;223285;6085;8205;7523;683;5502;5135;367;7218;6610;608;11343;10292;1051;2789;751;2038;12;3;9;605;588;16;10706,22;16155,35;1,51;9840,57;19469,92;1,98;10745,93;15919,19;1,48;9068,1;17299,99;1,91;6604062;23652,67;0,0
Espírito Santo;ES;3514952;2931472;583480;Manga;231;80;151;1907;985;922;1757;938;819;1215;599;616;1049;534;514;36;17;19;293;130;164;396;195;201;55;32;23;9085;2398;6687;42;11;30;361;78;283;14397,21;35340,9;2,45;14060,47;40287,16;2,87;15020,43;41157,15;2,74;10522,01;31839,06;3,03;6412645;21935,4;0,0
Espírito Santo;ES;3514952;2931472;583480;Maracujá;711;165;546;19347;3626;15721;18909;3550;15359;17261;3348;13913;16729;3245;13483;6147;227;5920;782;265;517;1139;413;726;893;361;532;1385;397;988;3;1;2;208;56;153;3935,06;12782,14;3,25;2709,38;9776,42;3,61;2536,54;9279,1;3,66;3973,27;13641,12;3,43;2532612;12398,53;0,0
Espírito Santo;ES;3514952;2931472;583480;Maçã;7;1;6;37;X;X;36;X;X;78;X;X;77;X;X;3;X;X;2;X;X;6;X;X;4;X;X;257;69;188;0;0;0;-;-;-;17392,62;63997,7;3,68;15393,59;58442,37;3,8;16813,75;95643,52;5,69;22749,01;101623,05;4,47;24202693;166259,2;0,01
Espírito Santo;ES;3514952;2931472;583480;Nectarina;2;2;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;27;14;13;0;0;0;-;-;-;132,25;877,8;6,64;119,02;756,9;6,36;64,64;563,91;8,72;279,21;2494,22;8,93;309808;2809,1;0,01
Espírito Santo;ES;3514952;2931472;583480;Noz (europeia, pecã);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;1;4;0;X;X;-;X;X;3,86;127,61;33,06;X;X;X;5,08;326,27;64,19;X;X;X;1200;78,0;0,07
Espírito Santo;ES;3514952;2931472;583480;Nêspera;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;125;55;70;0;0;0;-;-;-;1,03;13,78;13,32;1,16;35,44;30,6;0,06;1,44;24;1,21;41,21;34;8;0,27;0,03
Espírito Santo;ES;3514952;2931472;583480;Palmito;979;285;694;729;330;399;650;310;341;3763;1410;2352;3202;1283;1919;814;367;447;831;355;476;2800;1715;1085;2399;1248;1151;531;144;387;7;2;6;2;-;2;65,64;318,05;4,85;80,6;419,81;5,21;54,03;290,84;5,38;40,95;306,78;7,49;138593;944,84;0,01
Espírito Santo;ES;3514952;2931472;583480;Pera;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;164;51;113;0;0;0;-;-;-;4219,98;25184,11;5,97;3311,35;19046,74;5,75;3153,02;21500,38;6,82;3231,51;25216,36;7,8;4375759;37020,1;0,01
Espírito Santo;ES;3514952;2931472;583480;Pimenta-do-reino;11725;2799;8926;21502;8650;12851;19776;7894;11882;220183;89860;130323;202542;82310;120233;18795;6685;12110;13047;4553;8494;18869;6976;11893;26876;10131;16745;270;59;211;3;1;2;375;6;369;0,07;3,26;45,31;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Pitaia;20;8;12;10;9;1;10;9;1;52;41;12;50;41;10;3;3;1;10;7;2;30;20;11;16;10;6;60;26;34;0;0;0;-;-;-;1,58;33,41;21,18;4,09;80,52;19,7;10,6;154,42;14,57;25,11;740,44;29,48;24154;263,78;0,01
Espírito Santo;ES;3514952;2931472;583480;Pitanga;5;4;1;2;X;X;1;X;X;5;X;X;3;X;X;1;X;X;2;X;X;3;X;X;1;X;X;1020;295;725;2;1;1;3;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Pupunha (cacho frutos);47;16;31;31;2;29;12;-;12;194;4;191;49;-;49;26;1;25;28;1;27;69;20;48;87;36;50;60;14;46;1;0;0;13;10;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Pêssego;17;5;12;539;396;143;538;395;143;1133;791;342;1132;790;342;50;38;12;83;65;18;85;65;20;51;38;13;779;222;557;2;1;1;3;2;2;712,95;4332,83;6,08;830,44;4829,4;5,82;936,74;6203,69;6,62;1143,0;8025,61;7,02;880865;7530,29;0,01
Espírito Santo;ES;3514952;2931472;583480;Romã;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;930;231;699;1;0;1;0;-;0;0,7;14,38;20,66;0,91;18,59;20,43;2,15;63,42;29,53;1,37;32,05;23,46;564;13,39;0,02
Espírito Santo;ES;3514952;2931472;583480;Tangerina, bergamota, mexerica;1392;263;1129;15994;3496;12498;15601;3382;12219;8518;1842;6676;8210;1787;6423;805;171;635;2510;442;2067;2962;637;2325;1095;257;838;5376;1454;3922;26;7;19;98;11;88;7861,04;8433,95;1,07;6410,93;9834,91;1,53;7325,91;9375,62;1,28;6533,52;11394,02;1,74;6734939;12698,99;0,0
Espírito Santo;ES;3514952;2931472;583480;Urucum (semente);120;20;100;59;5;54;55;4;50;449;38;411;419;36;383;80;4;76;143;11;131;207;35;172;106;13;94;617;121;496;2;0;1;6;0;6;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Espírito Santo;ES;3514952;2931472;583480;Uva (mesa);222;55;167;849;200;649;697;176;521;4408;833;3575;3275;750;2525;125;44;81;120;40;80;187;63;124;176;65;111;405;114;291;1;0;1;31;0;30;6334,75;44907,12;7,09;3772,45;30579,4;8,11;4692,08;46358,2;9,88;9581,17;90694,33;9,47;7967783;93821,23;0,01
Espírito Santo;ES;3514952;2931472;583480;kiwi;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;22;9;13;0;0;0;-;-;-;626,72;5319,12;8,49;656,25;5952,72;9,07;600,67;7334,13;12,21;925,45;14917,13;16,12;1130397;17940,89;0,02
Goiás;GO;6003788;5420714;583074;Abacate;61;28;33;1051;638;413;1051;637;413;1518;705;813;1517;705;813;26;20;6;149;111;37;285;180;105;54;37;17;3789;1301;2488;4;1;3;48;11;38;14624,88;59265,75;4,05;14333,82;46747,05;3,26;15508,08;60497,77;3,9;15565,52;61908,07;3,98;15795520;81982,46;0,01
Goiás;GO;6003788;5420714;583074;Acerola;13;5;8;15;3;12;13;2;11;25;9;16;18;6;12;4;3;1;6;3;3;12;7;5;5;3;1;4109;1411;2698;5;2;3;25;6;19;X;X;X;X;X;X;0,1;2,6;26;0,1;2,6;26;5;0,13;0,03
Goiás;GO;6003788;5420714;583074;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;160;79;81;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Ameixa;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;125;46;79;0;0;0;2;-;2;1227,69;10327,82;8,41;1098,0;8731,48;7,95;1482,91;14263,39;9,62;1724,06;16139,66;9,36;1712152;17414,48;0,01
Goiás;GO;6003788;5420714;583074;Amora (folha);2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;228;85;143;0;0;0;-;-;-;29,0;458,64;15,82;15,0;712,5;47,5;4,81;502,73;104,6;15,23;2132,14;140,03;32592;3945,88;0,12
Goiás;GO;6003788;5420714;583074;Atemoia;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;22;9;13;0;0;0;0;-;0;228,0;2713,81;11,9;258,42;2949,8;11,41;268,89;3159,44;11,75;161,56;2038,3;12,62;323094;4379,47;0,01
Goiás;GO;6003788;5420714;583074;Azeitona (oliveira);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;18;4;14;0;0;0;-;-;-;5,5;148,41;26,98;2,0;42,5;21,25;2,9;77,1;26,59;0,31;9,3;30;2800;84,0;0,03
Goiás;GO;6003788;5420714;583074;Açaí (fruto);10;2;8;6;X;X;5;X;X;43;X;X;36;X;X;1;X;X;2;X;X;13;X;X;4;X;X;62;28;34;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Banana;2544;673;1871;94365;47222;47142;76861;35805;41056;92267;46860;45407;73810;36379;37431;6727;3400;3327;10163;4594;5569;15292;6939;8353;10604;5337;5267;4851;1554;3297;28;8;20;9439;243;9196;28826,43;71206,77;2,47;29255,73;78334,96;2,68;25404,49;79887,15;3,14;25071,69;84873,45;3,39;26174781;108005,8;0,0
Goiás;GO;6003788;5420714;583074;Cacau (amêndoa);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;40;21;19;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Café arábica em grão (verde);109;46;63;11284;11096;187;8964;8864;100;82696;81311;1385;66381;65674;707;26342;25680;662;6817;6511;306;8664;8246;418;35448;34297;1151;475;169;306;2;1;1;2902;2900;2;128,4;267,51;2,08;87,63;180,46;2,06;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Café canephora (robusta, conilon) em grão (verde);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128,4;267,51;2,08;87,63;180,46;2,06;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Caju (castanha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;1;4;-;X;X;-;X;X;414,92;1812,18;4,37;475,67;2112,5;4,44;337,24;1642,7;4,87;484,57;2383,59;4,92;463908;2699,37;0,01
Goiás;GO;6003788;5420714;583074;Caju (fruto);35;9;26;138;2;135;126;0;126;142;10;132;104;0;104;16;1;15;62;4;58;79;12;67;20;2;18;4290;1442;2848;7;2;5;11;0;10;414,92;1812,18;4,37;475,67;2112,5;4,44;337,24;1642,7;4,87;484,57;2383,59;4,92;463908;2699,37;0,01
Goiás;GO;6003788;5420714;583074;Caqui;3;2;1;160;X;X;160;X;X;200;X;X;200;X;X;12;X;X;16;X;X;19;X;X;15;X;X;74;27;47;0;0;0;-;-;-;1628,07;11440,65;7,03;1319,9;6386,56;4,84;1005,87;6547,09;6,51;1043,28;10914,03;10,46;725700;7646,8;0,01
Goiás;GO;6003788;5420714;583074;Carambola;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;409;174;235;0;0;0;0;0;-;44,25;661,35;14,95;29,26;443,06;15,14;18,43;526,85;28,59;39,75;1745,09;43,9;87625;3934,79;0,04
Goiás;GO;6003788;5420714;583074;Figo;4;2;2;0;X;X;0;X;X;1;X;X;1;X;X;0;X;X;1;X;X;2;X;X;1;X;X;275;111;164;0;0;0;3;-;3;371,94;2779,64;7,47;191,39;2713,19;14,18;368,39;3893,26;10,57;528,41;5298,68;10,03;679926;8059,17;0,01
Goiás;GO;6003788;5420714;583074;Goiaba;61;29;32;1095;783;312;1078;771;307;1483;1176;307;1445;1145;301;46;29;17;153;95;59;248;175;73;79;48;30;4546;1539;3007;8;3;5;10;2;7;1242,7;5540,43;4,46;958,64;4179,15;4,36;1129,3;3384,97;3;1229,18;4266,92;3,47;965020;2903,16;0,0
Goiás;GO;6003788;5420714;583074;Graviola;8;5;3;42;39;4;42;39;4;172;157;15;172;157;15;4;3;1;13;12;1;16;13;3;5;3;2;916;354;562;1;0;1;11;1;10;322,2;2822,81;8,76;462,01;4461,18;9,66;261,45;2706,12;10,35;326,23;3016,64;9,25;338530;3479,91;0,01
Goiás;GO;6003788;5420714;583074;Jabuticaba;65;20;45;1714;1559;155;1551;1419;132;5967;5431;536;5428;4969;459;35;28;7;183;135;48;336;204;132;107;77;30;3106;1132;1974;5;2;3;22;3;19;X;X;X;0,18;0,65;3,61;X;X;X;X;X;X;X;X;X
Goiás;GO;6003788;5420714;583074;Jaca;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;1210;457;753;1;0;1;17;2;14;4,47;7,78;1,74;1,11;0,85;0,76;3,04;3,48;1,14;1,88;2,15;1,14;1120;2,24;0,0
Goiás;GO;6003788;5420714;583074;Jambo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;452;180;272;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
