Produto;Nome UF;qtd Estabelecimentos;qtd Estabelecimentos AGFNão;qtd Estabelecimentos AGFSim;qtd Produzida;qtd Produzida AGFNao;qtd Produzida AGFSim;Unidade de Medida;qtd Vendida;qtd Vendida AGFNao;qtd Vendida AGFSim;R$ Produção Total;R$ Produção AGFNao;R$ Produção AGFSim;R$ Venda Total;R$ Venda AGFNao;R$ Venda AGFSim;Sigla UF;População Total em 2010;População Urbana em 2010;População Rural em 2010;Quantidade(kg);Valor (R$);Preço Médio (R$)
Bertalha;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Beterraba;Rio Grande do Norte;45;8;37;21;5;16;Toneladas;19;4;15;60;16;45;54;11;43;RN;3168027;2464991;703036;X;X;X
Boldo;Rio Grande do Norte;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;RN;3168027;2464991;703036;X;X;X
Camomila;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Cará;Rio Grande do Norte;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RN;3168027;2464991;703036;X;X;X
Caruru;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Cebolinha;Rio Grande do Norte;714;105;609;506;110;396;Toneladas;472;104;367;1.295;372;922;1.207;348;859;RN;3168027;2464991;703036;X;X;X
Cenoura;Rio Grande do Norte;75;13;62;41;5;36;Toneladas;39;5;34;118;15;103;114;14;99;RN;3168027;2464991;703036;X;X;X
Chicória;Rio Grande do Norte;4;3;1;9;X;X;Toneladas;9;X;X;10;X;X;10;X;X;RN;3168027;2464991;703036;X;X;X
Chuchu;Rio Grande do Norte;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RN;3168027;2464991;703036;X;X;X
Coentro;Rio Grande do Norte;1.054;159;895;3.759;931;2.829;Toneladas;3.655;921;2.733;7.374;2.086;5.288;7.144;2.031;5.113;RN;3168027;2464991;703036;X;X;X
Cogumelos;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Couve;Rio Grande do Norte;337;52;285;265;97;168;Toneladas;260;97;163;777;221;556;758;220;538;RN;3168027;2464991;703036;X;X;X
Couve-flor;Rio Grande do Norte;51;7;44;58;3;55;Toneladas;56;3;54;147;11;136;142;11;131;RN;3168027;2464991;703036;X;X;X
Couve-flor;Rio Grande do Norte;51;7;44;58;3;55;Toneladas;56;3;54;147;11;136;142;11;131;RN;3168027;2464991;703036;X;X;X
Espinafre;Rio Grande do Norte;50;12;38;37;30;7;Toneladas;37;30;7;181;140;41;180;140;40;RN;3168027;2464991;703036;X;X;X
Gengibre;Rio Grande do Norte;3;1;2;0;X;X;Toneladas;0;X;X;1;X;X;0;X;X;RN;3168027;2464991;703036;X;X;X
Hortelã;Rio Grande do Norte;108;24;84;81;31;51;Toneladas;81;31;50;264;161;103;262;160;102;RN;3168027;2464991;703036;X;X;X
Inhame;Rio Grande do Norte;22;2;20;30;X;X;Toneladas;28;X;X;99;X;X;92;X;X;RN;3168027;2464991;703036;X;X;X
Jiló;Rio Grande do Norte;19;2;17;27;X;X;Toneladas;27;X;X;41;X;X;41;X;X;RN;3168027;2464991;703036;X;X;X
Lentilha;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Manjericão;Rio Grande do Norte;33;9;24;45;39;6;Toneladas;45;39;6;106;81;24;105;81;24;RN;3168027;2464991;703036;X;X;X
Maxixe;Rio Grande do Norte;91;6;85;67;14;52;Toneladas;59;14;45;113;24;90;101;24;78;RN;3168027;2464991;703036;X;X;X
Morango;Rio Grande do Norte;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;RN;3168027;2464991;703036;X;X;X
Morango;Rio Grande do Norte;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;RN;3168027;2464991;703036;X;X;X
Nabo;Rio Grande do Norte;3;1;2;9;X;X;Toneladas;9;X;X;12;X;X;12;X;X;RN;3168027;2464991;703036;X;X;X
Orégano;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Pepino;Rio Grande do Norte;26;6;20;4;1;4;Toneladas;4;0;3;8;1;8;7;0;6;RN;3168027;2464991;703036;X;X;X
Pimenta;Rio Grande do Norte;179;35;144;81;22;60;Toneladas;69;21;49;311;73;238;262;69;192;RN;3168027;2464991;703036;X;X;X
Pimenta;Rio Grande do Norte;179;35;144;81;22;60;Toneladas;69;21;49;311;73;238;262;69;192;RN;3168027;2464991;703036;X;X;X
Quiabo;Rio Grande do Norte;149;24;125;134;42;92;Toneladas;130;41;89;315;89;226;304;87;217;RN;3168027;2464991;703036;X;X;X
Rabanete;Rio Grande do Norte;22;5;17;8;5;3;Toneladas;8;5;3;27;20;7;27;20;7;RN;3168027;2464991;703036;X;X;X
Repolho;Rio Grande do Norte;11;3;8;2;0;2;Toneladas;2;0;2;8;1;7;6;0;6;RN;3168027;2464991;703036;X;X;X
Rúcula;Rio Grande do Norte;104;28;76;120;84;37;Toneladas;120;83;37;495;339;156;491;337;154;RN;3168027;2464991;703036;X;X;X
Salsa;Rio Grande do Norte;66;13;53;56;28;28;Toneladas;55;28;27;190;132;58;187;132;55;RN;3168027;2464991;703036;X;X;X
Salsa;Rio Grande do Norte;66;13;53;56;28;28;Toneladas;55;28;27;190;132;58;187;132;55;RN;3168027;2464991;703036;X;X;X
Taioba;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Abobrinha;Rondônia;1.023;114;909;1.159;49;1.110;Toneladas;1.015;39;976;1.480;93;1.387;1.218;70;1.147;RO;1562409;1149180;413229;X;X;X
Acelga;Rondônia;21;3;18;6;2;4;Toneladas;6;1;4;22;9;13;21;9;13;RO;1562409;1149180;413229;X;X;X
Agrião;Rondônia;45;11;34;68;6;62;Toneladas;68;6;61;243;40;203;239;39;200;RO;1562409;1149180;413229;X;X;X
Alcachofra;Rondônia;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RO;1562409;1149180;413229;X;X;X
Alecrim;Rondônia;14;1;13;1;X;X;Toneladas;1;X;X;10;X;X;10;X;X;RO;1562409;1149180;413229;X;X;X
Alface;Rondônia;1.401;176;1.225;2.321;608;1.713;Toneladas;2.188;577;1.611;11.756;3.437;8.319;11.058;3.281;7.777;RO;1562409;1149180;413229;X;X;X
Almeirão;Rondônia;933;116;817;278;54;224;Toneladas;254;49;205;1.589;315;1.274;1.426;279;1.146;RO;1562409;1149180;413229;X;X;X
Aspargo;Rondônia;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RO;1562409;1149180;413229;X;X;X
Batata-doce;Rondônia;516;57;459;307;41;266;Toneladas;265;34;231;558;116;442;469;96;372;RO;1562409;1149180;413229;X;X;X
Berinjela;Rondônia;117;17;100;312;111;201;Toneladas;309;110;198;373;170;203;366;168;199;RO;1562409;1149180;413229;X;X;X
Bertalha;Rondônia;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RO;1562409;1149180;413229;X;X;X
Beterraba;Rondônia;15;5;10;5;1;5;Toneladas;4;0;4;15;2;14;13;0;13;RO;1562409;1149180;413229;X;X;X
Boldo;Rondônia;23;4;19;0;0;0;Toneladas;0;-;0;4;0;4;4;-;4;RO;1562409;1149180;413229;X;X;X
Camomila;Rondônia;5;-;5;1;-;1;Toneladas;1;-;1;10;-;10;10;-;10;RO;1562409;1149180;413229;X;X;X
Cará;Rondônia;379;30;349;3.645;450;3.195;Toneladas;2.871;428;2.443;3.471;362;3.108;2.688;300;2.388;RO;1562409;1149180;413229;X;X;X
Caruru;Rondônia;3;-;3;3;-;3;Toneladas;3;-;3;7;-;7;7;-;7;RO;1562409;1149180;413229;X;X;X
Cebolinha;Rondônia;1.711;217;1.494;1.560;169;1.391;Toneladas;1.520;159;1.361;6.472;1.240;5.231;6.154;1.172;4.982;RO;1562409;1149180;413229;X;X;X
Cenoura;Rondônia;29;6;23;7;1;6;Toneladas;5;0;5;20;2;18;16;0;16;RO;1562409;1149180;413229;X;X;X
Chicória;Rondônia;89;12;77;89;7;83;Toneladas;87;5;82;250;70;180;238;60;178;RO;1562409;1149180;413229;X;X;X
Chuchu;Rondônia;51;7;44;838;561;277;Toneladas;836;561;274;913;589;324;909;588;321;RO;1562409;1149180;413229;X;X;X
Coentro;Rondônia;443;72;371;527;77;450;Toneladas;474;76;398;1.702;447;1.254;1.603;432;1.171;RO;1562409;1149180;413229;X;X;X
Cogumelos;Rondônia;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RO;1562409;1149180;413229;X;X;X
Couve;Rondônia;1.500;207;1.293;1.145;245;900;Toneladas;1.096;236;861;3.994;877;3.117;3.733;819;2.914;RO;1562409;1149180;413229;X;X;X
Couve-flor;Rondônia;36;9;27;27;2;25;Toneladas;25;0;25;127;12;115;117;3;115;RO;1562409;1149180;413229;X;X;X
Couve-flor;Rondônia;36;9;27;27;2;25;Toneladas;25;0;25;127;12;115;117;3;115;RO;1562409;1149180;413229;X;X;X
Espinafre;Rondônia;27;3;24;11;0;11;Toneladas;11;0;11;66;2;65;66;2;64;RO;1562409;1149180;413229;X;X;X
Gengibre;Rondônia;60;9;51;2;0;2;Toneladas;1;0;1;18;4;14;8;1;7;RO;1562409;1149180;413229;X;X;X
Hortelã;Rondônia;85;10;75;34;13;21;Toneladas;34;13;21;198;99;98;196;99;96;RO;1562409;1149180;413229;X;X;X
Inhame;Rondônia;541;47;494;2.430;205;2.225;Toneladas;2.106;152;1.954;3.394;263;3.131;2.930;200;2.730;RO;1562409;1149180;413229;X;X;X
Jiló;Rondônia;907;91;816;609;58;550;Toneladas;575;53;522;1.085;101;984;1.010;92;919;RO;1562409;1149180;413229;X;X;X
Lentilha;Rondônia;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RO;1562409;1149180;413229;X;X;X
Manjericão;Rondônia;50;7;43;14;9;5;Toneladas;14;9;5;117;73;44;115;73;42;RO;1562409;1149180;413229;X;X;X
Maxixe;Rondônia;493;41;452;412;29;383;Toneladas;391;24;367;514;70;443;460;58;402;RO;1562409;1149180;413229;X;X;X
Morango;Rondônia;5;-;5;0;-;0;Toneladas;0;-;0;1;-;1;0;-;0;RO;1562409;1149180;413229;X;X;X
Morango;Rondônia;5;-;5;0;-;0;Toneladas;0;-;0;1;-;1;0;-;0;RO;1562409;1149180;413229;X;X;X
Nabo;Rondônia;3;1;2;0;X;X;Toneladas;0;X;X;1;X;X;1;X;X;RO;1562409;1149180;413229;X;X;X
Orégano;Rondônia;3;-;3;0;-;0;Toneladas;0;-;0;8;-;8;8;-;8;RO;1562409;1149180;413229;X;X;X
Pepino;Rondônia;999;125;874;3.409;264;3.144;Toneladas;3.344;252;3.093;4.170;554;3.616;4.050;526;3.524;RO;1562409;1149180;413229;X;X;X
Pimenta;Rondônia;650;75;575;264;99;164;Toneladas;257;97;160;948;310;638;924;303;621;RO;1562409;1149180;413229;X;X;X
Pimenta;Rondônia;650;75;575;264;99;164;Toneladas;257;97;160;948;310;638;924;303;621;RO;1562409;1149180;413229;X;X;X
Quiabo;Rondônia;1.199;137;1.062;867;55;812;Toneladas;818;49;769;1.871;123;1.748;1.756;110;1.646;RO;1562409;1149180;413229;X;X;X
Rabanete;Rondônia;30;5;25;13;9;4;Toneladas;13;8;4;53;42;11;52;41;10;RO;1562409;1149180;413229;X;X;X
Repolho;Rondônia;36;5;31;231;3;228;Toneladas;228;1;227;332;5;327;327;2;325;RO;1562409;1149180;413229;X;X;X
Rúcula;Rondônia;1.012;129;883;510;105;405;Toneladas;482;100;382;2.643;680;1.963;2.455;643;1.812;RO;1562409;1149180;413229;X;X;X
Salsa;Rondônia;398;64;334;322;54;267;Toneladas;314;51;263;935;415;520;894;386;508;RO;1562409;1149180;413229;X;X;X
Salsa;Rondônia;398;64;334;322;54;267;Toneladas;314;51;263;935;415;520;894;386;508;RO;1562409;1149180;413229;X;X;X
Taioba;Rondônia;264;17;247;10;1;10;Toneladas;3;0;2;39;3;36;13;1;12;RO;1562409;1149180;413229;X;X;X
Abobrinha;Roraima;73;16;57;144;51;93;Toneladas;120;50;70;264;62;202;210;61;149;RR;450479;344859;105620;X;X;X
Acelga;Roraima;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RR;450479;344859;105620;X;X;X
Agrião;Roraima;4;3;1;4;X;X;Toneladas;4;X;X;26;X;X;26;X;X;RR;450479;344859;105620;X;X;X
Alcachofra;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Alecrim;Roraima;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;RR;450479;344859;105620;X;X;X
Alface;Roraima;268;39;229;644;60;585;Toneladas;582;35;547;2.695;281;2.414;2.519;216;2.303;RR;450479;344859;105620;X;X;X
Almeirão;Roraima;9;3;6;12;10;2;Toneladas;12;10;2;39;29;10;39;29;10;RR;450479;344859;105620;X;X;X
Aspargo;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Batata-doce;Roraima;1.208;48;1.160;1.101;191;910;Toneladas;327;159;168;3.165;398;2.767;794;331;463;RR;450479;344859;105620;X;X;X
Berinjela;Roraima;39;7;32;69;26;43;Toneladas;63;26;37;161;51;110;146;50;96;RR;450479;344859;105620;X;X;X
Bertalha;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Beterraba;Roraima;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RR;450479;344859;105620;X;X;X
Boldo;Roraima;9;4;5;0;0;0;Toneladas;-;-;-;0;0;0;-;-;-;RR;450479;344859;105620;X;X;X
Camomila;Roraima;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RR;450479;344859;105620;X;X;X
Cará;Roraima;878;36;842;337;24;312;Toneladas;1;0;1;1.147;87;1.061;3;0;3;RR;450479;344859;105620;X;X;X
Caruru;Roraima;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;RR;450479;344859;105620;X;X;X
Cebolinha;Roraima;492;83;409;515;48;467;Toneladas;501;47;454;2.153;206;1.948;2.055;198;1.856;RR;450479;344859;105620;X;X;X
Cenoura;Roraima;4;2;2;5;X;X;Toneladas;4;X;X;27;X;X;26;X;X;RR;450479;344859;105620;X;X;X
Chicória;Roraima;29;8;21;1;0;1;Toneladas;1;0;0;7;2;5;6;2;4;RR;450479;344859;105620;X;X;X
Chuchu;Roraima;4;1;3;41;X;X;Toneladas;41;X;X;54;X;X;54;X;X;RR;450479;344859;105620;X;X;X
Coentro;Roraima;407;76;331;412;50;362;Toneladas;399;49;350;1.914;312;1.602;1.810;307;1.504;RR;450479;344859;105620;X;X;X
Cogumelos;Roraima;183;4;179;2;0;2;Toneladas;2;0;2;75;2;73;74;2;73;RR;450479;344859;105620;X;X;X
Couve;Roraima;212;34;178;260;13;248;Toneladas;258;12;246;737;68;668;723;64;659;RR;450479;344859;105620;X;X;X
Couve-flor;Roraima;9;1;8;22;X;X;Toneladas;22;X;X;74;X;X;73;X;X;RR;450479;344859;105620;X;X;X
Couve-flor;Roraima;9;1;8;22;X;X;Toneladas;22;X;X;74;X;X;73;X;X;RR;450479;344859;105620;X;X;X
Espinafre;Roraima;2;2;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RR;450479;344859;105620;X;X;X
Gengibre;Roraima;3;-;3;0;-;0;Toneladas;0;-;0;1;-;1;1;-;1;RR;450479;344859;105620;X;X;X
Hortelã;Roraima;12;2;10;9;X;X;Toneladas;8;X;X;27;X;X;27;X;X;RR;450479;344859;105620;X;X;X
Inhame;Roraima;925;30;895;255;15;241;Toneladas;1;-;1;812;40;772;2;-;2;RR;450479;344859;105620;X;X;X
Jiló;Roraima;28;3;25;33;10;23;Toneladas;31;10;21;83;3;80;76;3;73;RR;450479;344859;105620;X;X;X
Lentilha;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Manjericão;Roraima;8;2;6;4;X;X;Toneladas;4;X;X;14;X;X;14;X;X;RR;450479;344859;105620;X;X;X
Maxixe;Roraima;228;52;176;331;27;304;Toneladas;291;26;265;803;73;730;668;71;597;RR;450479;344859;105620;X;X;X
Morango;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Morango;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Nabo;Roraima;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;RR;450479;344859;105620;X;X;X
Orégano;Roraima;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RR;450479;344859;105620;X;X;X
Pepino;Roraima;131;30;101;383;90;293;Toneladas;344;90;254;523;119;404;451;119;332;RR;450479;344859;105620;X;X;X
Pimenta;Roraima;1.195;105;1.090;648;250;397;Toneladas;615;247;368;2.441;1.202;1.239;2.233;1.178;1.055;RR;450479;344859;105620;X;X;X
Pimenta;Roraima;1.195;105;1.090;648;250;397;Toneladas;615;247;368;2.441;1.202;1.239;2.233;1.178;1.055;RR;450479;344859;105620;X;X;X
Quiabo;Roraima;159;34;125;190;62;128;Toneladas;179;62;117;649;173;476;590;173;418;RR;450479;344859;105620;X;X;X
Rabanete;Roraima;3;2;1;6;X;X;Toneladas;6;X;X;27;X;X;27;X;X;RR;450479;344859;105620;X;X;X
Repolho;Roraima;9;3;6;40;34;6;Toneladas;40;34;6;90;79;11;90;79;10;RR;450479;344859;105620;X;X;X
Rúcula;Roraima;56;12;44;66;25;41;Toneladas;59;25;34;394;155;239;378;155;223;RR;450479;344859;105620;X;X;X
Salsa;Roraima;26;8;18;8;1;7;Toneladas;8;1;7;49;5;45;49;5;45;RR;450479;344859;105620;X;X;X
Salsa;Roraima;26;8;18;8;1;7;Toneladas;8;1;7;49;5;45;49;5;45;RR;450479;344859;105620;X;X;X
Taioba;Roraima;147;4;143;205;1;204;Toneladas;1;-;1;752;2;751;2;-;2;RR;450479;344859;105620;X;X;X
Abobrinha;Santa Catarina;3.785;523;3.262;6.186;942;5.245;Toneladas;5.683;859;4.824;6.518;716;5.802;5.999;628;5.371;SC;6248436;5247913;1000523;X;X;X
Acelga;Santa Catarina;518;71;447;1.897;212;1.685;Toneladas;1.826;201;1.625;1.574;215;1.359;1.493;201;1.292;SC;6248436;5247913;1000523;X;X;X
Agrião;Santa Catarina;401;67;334;803;69;734;Toneladas;794;66;728;2.372;413;1.959;2.320;386;1.934;SC;6248436;5247913;1000523;X;X;X
Alcachofra;Santa Catarina;36;4;32;6;0;6;Toneladas;1;-;1;62;1;61;11;-;11;SC;6248436;5247913;1000523;X;X;X
Alecrim;Santa Catarina;316;66;250;8;2;7;Toneladas;8;1;6;49;9;39;44;7;36;SC;6248436;5247913;1000523;X;X;X
Alface;Santa Catarina;11.612;1.643;9.969;18.347;3.062;15.285;Toneladas;16.720;2.713;14.006;45.500;10.609;34.891;40.709;9.085;31.625;SC;6248436;5247913;1000523;X;X;X
Almeirão;Santa Catarina;398;66;332;685;88;597;Toneladas;605;72;533;1.446;348;1.098;1.314;278;1.036;SC;6248436;5247913;1000523;X;X;X
Aspargo;Santa Catarina;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;SC;6248436;5247913;1000523;X;X;X
Batata-doce;Santa Catarina;8.373;1.188;7.185;9.207;1.236;7.971;Toneladas;6.701;954;5.748;11.258;1.113;10.146;6.926;611;6.315;SC;6248436;5247913;1000523;X;X;X
Berinjela;Santa Catarina;469;93;376;1.257;113;1.144;Toneladas;1.218;86;1.132;1.383;157;1.227;1.337;127;1.211;SC;6248436;5247913;1000523;X;X;X
Bertalha;Santa Catarina;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;SC;6248436;5247913;1000523;X;X;X
Beterraba;Santa Catarina;5.383;794;4.589;13.357;3.644;9.714;Toneladas;12.043;3.186;8.857;8.503;2.196;6.307;7.303;2.019;5.285;SC;6248436;5247913;1000523;X;X;X
Boldo;Santa Catarina;150;39;111;1;0;1;Toneladas;1;-;1;4;0;4;3;-;3;SC;6248436;5247913;1000523;X;X;X
Camomila;Santa Catarina;221;22;199;2;0;2;Toneladas;1;0;1;11;1;10;7;0;6;SC;6248436;5247913;1000523;X;X;X
Cará;Santa Catarina;507;77;430;116;7;109;Toneladas;70;2;67;309;25;284;157;9;148;SC;6248436;5247913;1000523;X;X;X
Caruru;Santa Catarina;4;-;4;0;-;0;Toneladas;0;-;0;0;-;0;0;-;0;SC;6248436;5247913;1000523;X;X;X
Cebolinha;Santa Catarina;5.526;819;4.707;2.268;353;1.915;Toneladas;2.117;324;1.793;9.021;1.902;7.119;8.293;1.777;6.516;SC;6248436;5247913;1000523;X;X;X
Cenoura;Santa Catarina;4.059;598;3.461;18.321;6.696;11.625;Toneladas;17.528;6.343;11.185;9.964;3.008;6.955;9.374;2.800;6.573;SC;6248436;5247913;1000523;X;X;X
Chicória;Santa Catarina;358;57;301;651;63;587;Toneladas;582;61;521;937;124;813;857;115;742;SC;6248436;5247913;1000523;X;X;X
Chuchu;Santa Catarina;2.505;345;2.160;5.186;316;4.870;Toneladas;4.950;286;4.664;3.418;202;3.217;3.078;155;2.923;SC;6248436;5247913;1000523;X;X;X
Coentro;Santa Catarina;155;26;129;156;27;129;Toneladas;155;26;128;454;155;299;446;150;296;SC;6248436;5247913;1000523;X;X;X
Cogumelos;Santa Catarina;7;3;4;23;8;15;Toneladas;23;8;15;692;272;420;692;272;420;SC;6248436;5247913;1000523;X;X;X
Couve;Santa Catarina;2.112;363;1.749;1.840;119;1.721;Toneladas;1.753;99;1.654;3.953;348;3.604;3.683;295;3.389;SC;6248436;5247913;1000523;X;X;X
Couve-flor;Santa Catarina;5.598;823;4.775;12.569;641;11.928;Toneladas;11.258;589;10.669;16.765;1.102;15.663;15.081;993;14.088;SC;6248436;5247913;1000523;X;X;X
Couve-flor;Santa Catarina;5.598;823;4.775;12.569;641;11.928;Toneladas;11.258;589;10.669;16.765;1.102;15.663;15.081;993;14.088;SC;6248436;5247913;1000523;X;X;X
Espinafre;Santa Catarina;475;87;388;270;32;238;Toneladas;264;30;235;621;94;528;597;87;510;SC;6248436;5247913;1000523;X;X;X
Gengibre;Santa Catarina;328;68;260;153;3;150;Toneladas;151;2;149;424;18;405;408;14;394;SC;6248436;5247913;1000523;X;X;X
Hortelã;Santa Catarina;407;73;334;74;2;72;Toneladas;73;2;71;185;9;177;178;6;172;SC;6248436;5247913;1000523;X;X;X
Inhame;Santa Catarina;208;51;157;153;9;144;Toneladas;124;3;121;322;26;296;224;7;217;SC;6248436;5247913;1000523;X;X;X
Jiló;Santa Catarina;19;8;11;15;1;14;Toneladas;15;1;14;23;4;19;22;3;19;SC;6248436;5247913;1000523;X;X;X
Lentilha;Santa Catarina;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;SC;6248436;5247913;1000523;X;X;X
Manjericão;Santa Catarina;238;43;195;49;6;43;Toneladas;48;6;42;138;26;111;132;24;109;SC;6248436;5247913;1000523;X;X;X
Maxixe;Santa Catarina;10;1;9;1;X;X;Toneladas;1;X;X;3;X;X;3;X;X;SC;6248436;5247913;1000523;X;X;X
Morango;Santa Catarina;1.536;207;1.329;5.481;1.564;3.917;Toneladas;5.420;1.560;3.860;38.381;11.045;27.335;37.760;11.000;26.760;SC;6248436;5247913;1000523;X;X;X
Morango;Santa Catarina;1.536;207;1.329;5.481;1.564;3.917;Toneladas;5.420;1.560;3.860;38.381;11.045;27.335;37.760;11.000;26.760;SC;6248436;5247913;1000523;X;X;X
Nabo;Santa Catarina;165;44;121;64;3;61;Toneladas;62;2;59;122;4;118;116;2;114;SC;6248436;5247913;1000523;X;X;X
Orégano;Santa Catarina;366;74;292;5;1;4;Toneladas;4;1;4;31;10;21;27;9;18;SC;6248436;5247913;1000523;X;X;X
Pepino;Santa Catarina;6.211;868;5.343;8.942;952;7.990;Toneladas;8.019;902;7.117;15.351;1.557;13.795;12.883;1.450;11.434;SC;6248436;5247913;1000523;X;X;X
Pimenta;Santa Catarina;230;53;177;42;2;40;Toneladas;38;2;36;395;13;382;366;10;356;SC;6248436;5247913;1000523;X;X;X
Pimenta;Santa Catarina;230;53;177;42;2;40;Toneladas;38;2;36;395;13;382;366;10;356;SC;6248436;5247913;1000523;X;X;X
Quiabo;Santa Catarina;79;14;65;78;3;76;Toneladas;78;2;75;189;6;183;187;5;182;SC;6248436;5247913;1000523;X;X;X
Rabanete;Santa Catarina;794;104;690;230;21;208;Toneladas;216;20;196;505;61;445;470;57;413;SC;6248436;5247913;1000523;X;X;X
Repolho;Santa Catarina;11.074;1.501;9.573;44.749;5.176;39.573;Toneladas;34.243;4.468;29.775;20.629;2.539;18.090;16.275;2.089;14.186;SC;6248436;5247913;1000523;X;X;X
Rúcula;Santa Catarina;1.008;151;857;2.430;846;1.584;Toneladas;2.353;831;1.522;6.420;1.625;4.795;6.037;1.524;4.513;SC;6248436;5247913;1000523;X;X;X
Salsa;Santa Catarina;3.269;464;2.805;4.049;2.147;1.902;Toneladas;3.967;2.130;1.837;8.726;3.309;5.417;8.383;3.208;5.175;SC;6248436;5247913;1000523;X;X;X
Salsa;Santa Catarina;3.269;464;2.805;4.049;2.147;1.902;Toneladas;3.967;2.130;1.837;8.726;3.309;5.417;8.383;3.208;5.175;SC;6248436;5247913;1000523;X;X;X
Taioba;Santa Catarina;3;1;2;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;SC;6248436;5247913;1000523;X;X;X
Abobrinha;Sergipe;37;5;32;39;9;30;Toneladas;38;9;29;35;4;30;34;4;29;SE;2068017;1520366;547651;X;X;X
Acelga;Sergipe;3;-;3;0;-;0;Toneladas;0;-;0;0;-;0;0;-;0;SE;2068017;1520366;547651;X;X;X
Agrião;Sergipe;10;2;8;12;X;X;Toneladas;12;X;X;54;X;X;54;X;X;SE;2068017;1520366;547651;X;X;X
Alcachofra;Sergipe;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;SE;2068017;1520366;547651;X;X;X
Alecrim;Sergipe;5;1;4;6;X;X;Toneladas;6;X;X;21;X;X;21;X;X;SE;2068017;1520366;547651;X;X;X
Alface;Sergipe;810;128;682;5.572;1.031;4.542;Toneladas;5.516;1.016;4.500;6.172;1.445;4.727;6.104;1.429;4.675;SE;2068017;1520366;547651;X;X;X
Almeirão;Sergipe;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;SE;2068017;1520366;547651;X;X;X
Aspargo;Sergipe;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;SE;2068017;1520366;547651;X;X;X
Batata-doce;Sergipe;5.661;962;4.699;32.378;4.224;28.154;Toneladas;31.669;4.090;27.579;25.743;3.424;22.319;24.999;3.273;21.726;SE;2068017;1520366;547651;X;X;X
Berinjela;Sergipe;30;4;26;14;0;14;Toneladas;14;0;13;21;1;20;20;1;19;SE;2068017;1520366;547651;X;X;X
